cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
2311231;Potiretama ;CE;10205;11645;12303;13283;17091;16781;23070;23623;25750;31225;28815;32100;39980;43412;49556;53937;56349
2311264;Quiterianópolis ;CE;35754;34581;35892;45301;48925;47660;60804;61927;71527;101908;102209;101601;139967;127407;141227;166934;145185
2311306;Quixadá ;CE;176492;211174;237367;271909;279191;304731;381749;465456;576334;625882;681760;733060;821399;894136;971818;937401;1039104
2311355;Quixelô ;CE;39384;44153;41540;49872;53460;51825;61062;62055;73998;84630;84206;90249;108577;107327;120304;127331;118465
2311405;Quixeramobim ;CE;144831;186104;188380;216081;254760;280432;332829;370805;456018;526957;552448;603448;712913;746318;871205;1037971;1061279
2311504;Quixeré ;CE;64733;68064;93594;94594;117277;127703;149958;129131;129073;190764;284425;490581;496721;387109;321960;382897;421559
2311603;Redenção ;CE;82941;79859;89213;97849;115993;86650;104837;122510;156859;180162;173558;202153;238894;268426;243968;335447;453820
2311702;Reriutaba ;CE;32726;40638;43134;47561;59506;56282;68179;71835;88318;105551;107941;120055;133607;140349;146836;190648;186795
2311801;Russas ;CE;184345;243561;279646;294540;329608;362600;449685;470387;575304;651383;732100;777481;886849;904223;916892;1129464;1099783
2311900;Saboeiro ;CE;23861;27126;27110;30616;32243;35374;42511;49410;53390;65115;63519;71996;85658;88688;106260;129449;127023
2311959;Salitre ;CE;22701;29350;27050;30736;38181;41497;59667;57228;57987;76314;73820;92767;116297;99370;106349;118073;108507
2312007;Santana do Acaraú ;CE;46376;50409;51163;60987;70195;76063;90485;96284;110543;127596;131518;150334;177993;184460;194406;213896;216023
2312106;Santana do Cariri ;CE;28953;31977;33164;37917;44037;47331;56194;68325;71494;86005;81924;93678;120441;108196;106561;132741;121975
2312205;Santa Quitéria ;CE;122441;130740;132973;125789;146211;143847;194945;201161;226303;261952;264124;298641;352190;373312;397700;444169;441131
2312304;São Benedito ;CE;81748;96720;106667;115916;130810;152255;183811;196606;236891;264248;337385;347902;380826;379048;429676;475176;506864
2312403;São Gonçalo do Amarante ;CE;75468;98728;114827;134809;162065;209658;248703;294535;517967;592282;462603;822595;1444778;1853784;2361426;3083998;4225065
2312502;São João do Jaguaribe ;CE;36207;36016;37828;32601;37250;37594;44444;48385;52901;48577;54535;72701;74634;82085;96517;94531;89694
2312601;São Luís do Curu ;CE;19923;21524;24276;29378;34226;34520;42434;47071;56842;65513;67191;74820;87265;90846;94690;96095;104059
2312700;Senador Pompeu ;CE;54500;56928;62515;72574;86330;89430;117197;112974;136899;180321;166791;214365;244764;253455;290674;315027;305135
2312809;Senador Sá ;CE;9051;10067;15593;15633;17049;17328;20678;22857;25138;31118;31173;33356;39502;40665;42738;49705;52817
2312908;Sobral ;CE;981405;1094881;1367901;1527851;1563325;1668681;1864366;2100913;2553785;2671208;2987979;3419143;3830449;3974674;4143824;4456661;4774447
2313005;Solonópole ;CE;31284;34854;38327;45737;52494;51250;71188;72927;77107;90428;85568;102405;118262;135730;163669;183440;192312
2313104;Tabuleiro do Norte ;CE;52036;64111;72632;81301;94571;103506;122865;141869;180924;190765;200457;232017;267727;267022;282813;330487;315424
2313203;Tamboril ;CE;43716;51246;49226;54952;67912;69488;92209;91616;98552;125421;115534;126912;156018;164216;193640;201168;204503
2313252;Tarrafas ;CE;14076;18775;16374;16771;22712;24222;30535;30791;32251;46285;42572;48193;60885;55215;53357;71509;60598
2313302;Tauá ;CE;108267;130911;138335;158922;181505;191049;233452;237004;272690;342140;337283;390250;493896;497673;515156;595586;600022
2313351;Tejuçuoca ;CE;18224;20007;21141;27406;31254;34357;41076;44545;51984;62376;66127;73464;88000;99043;109299;110241;105543
2313401;Tianguá ;CE;165437;196400;214040;242809;280331;286807;358032;362690;472289;536503;542870;681314;844070;867501;1047061;1248162;1312235
2313500;Trairi ;CE;108908;126907;161362;177958;210910;213388;255689;219442;263843;310705;377447;511212;601091;578552;644612;659097;824996
2313559;Tururu ;CE;15631;18205;21272;24710;27427;28736;37293;39791;47858;50988;59380;67906;84225;90784;95533;101257;104730
2313609;Ubajara ;CE;70631;84184;98534;110140;124395;142290;170653;177874;200408;229047;235889;277485;305766;336480;399742;509131;577313
2313708;Umari ;CE;10875;12548;12972;14272;18952;18629;22964;24110;27089;31914;31733;36236;41272;42930;46383;49084;53045
2313757;Umirim ;CE;24109;27645;30821;33672;37992;42991;51982;55680;64479;79713;78132;88297;101983;109338;122765;138782;153615
2313807;Uruburetama ;CE;60528;60859;107867;106364;112011;108840;138305;140919;185497;198259;233848;229445;267728;284403;382943;453854;355383
2313906;Uruoca ;CE;14718;18129;19739;23361;24745;29731;36186;40155;47276;55792;59636;66012;94155;116878;112883;148516;169139
2313955;Varjota ;CE;33205;44897;46444;47935;60202;60949;74122;78585;98790;114770;124891;132942;199368;151347;226886;253742;261646
2314003;Várzea Alegre ;CE;56459;73459;68252;76721;95373;98960;128984;134473;167745;188456;193159;221877;276656;281080;331370;347549;356440
2314102;Viçosa do Ceará ;CE;69049;86705;99491;105981;136367;152980;182613;191670;220619;246264;246311;291079;338870;331088;377603;413429;434715
2400109;Acari ;RN;25575;28144;31036;35205;39731;43491;48200;53885;60084;72737;87926;98156;105627;112644;109315;119101;115847
2400208;Açu ;RN;202278;192702;215069;265624;286096;323551;358395;351654;442987;605536;699354;818416;830663;853302;780970;894304;1095810
2400307;Afonso Bezerra ;RN;18553;22245;25580;27537;29493;33756;33815;42163;47835;51449;58794;65569;67542;79301;84824;95929;94908
2400406;Água Nova ;RN;6677;6751;7108;8318;8949;11134;12667;14174;15134;16916;19063;19942;21627;24111;24593;25490;26123
2400505;Alexandria ;RN;28803;30660;32179;37594;44242;50744;54460;58582;61503;70505;77498;92574;100071;112704;119003;125198;130589
2400604;Almino Afonso ;RN;9948;10502;11433;12436;14448;16612;18535;19246;19440;25013;27369;29979;31135;34276;34031;36038;37019
2400703;Alto do Rodrigues ;RN;171393;162986;163822;202480;254679;302037;282054;205271;240885;321498;411973;453270;641212;446954;409747;413531;482565
2400802;Angicos ;RN;31453;32339;34171;38597;42896;51751;55078;58985;68549;80498;90284;100524;108485;109781;120549;125964;137085
2400901;Antônio Martins ;RN;11204;12753;14815;16128;18823;23058;28339;29463;30376;34036;36984;40390;44291;45917;49822;52867;54804
2401008;Apodi ;RN;176901;176347;176674;204705;212048;269829;313932;309364;347485;460079;497093;541188;527793;418636;419171;471344;491942
2401107;Areia Branca ;RN;404845;408890;491361;641524;708913;662759;722029;527501;688026;749985;845835;878478;819133;668048;735957;562038;675718
2401206;Arês ;RN;56409;68668;71741;89738;220129;258356;171282;180382;257660;280791;295865;209709;247013;275387;293291;362317;447728
2401305;Augusto Severo ;RN;19237;21397;23137;23917;27598;32414;35143;38832;41811;53587;54633;81174;104138;74529;78044;83514;84199
2401404;Baía Formosa ;RN;24515;26297;29059;35194;46002;45575;55965;69433;77340;91764;106970;116256;133235;143906;131130;134750;149063
2401453;Baraúna ;RN;117615;147515;149625;135437;170422;218543;192788;221531;270432;291212;442935;579020;420297;588920;506333;507035;546284
2401503;Barcelona ;RN;8313;10097;10793;11710;13865;15165;17795;18433;19994;23059;26456;27692;29600;30533;32941;35278;36808
2401602;Bento Fernandes ;RN;10614;11331;13721;14129;17362;20206;22175;25066;26051;30400;31113;34670;37280;39951;40574;45790;47418
2401651;Bodó ;RN;7331;7428;8666;9533;13225;12977;14056;16201;16762;22434;21183;42023;82117;38695;41438;221682;321315
2401701;Bom Jesus ;RN;17563;20479;24402;26703;28357;32342;35168;39314;41786;46688;53760;61214;63745;70983;73904;80674;82725
2401800;Brejinho ;RN;23048;25970;29925;34024;41682;44039;47706;56892;58688;84622;107149;116289;128575;123748;136235;151333;151670
2401859;Caiçara do Norte ;RN;12461;15568;16523;18020;20318;25104;26586;29131;31304;33171;39496;43581;42979;52517;61499;69413;73589
2401909;Caiçara do Rio do Vento ;RN;7170;7596;8041;8926;10559;12369;13812;15369;16595;20607;23205;27832;29761;31163;33435;33446;34732
2402006;Caicó ;RN;200150;210545;234169;273088;315642;373211;398280;477968;537968;669766;797770;883798;932199;981991;1060507;1145233;1184463
2402105;Campo Redondo ;RN;22911;19861;23307;23270;23764;29572;35896;43333;42556;45970;53896;57759;63602;68791;70996;77545;81971
2402204;Canguaretama ;RN;81196;105575;107990;123600;142558;157091;173185;209404;234467;260417;318971;358161;365938;418688;408706;478722;524410
2402303;Caraúbas ;RN;76097;83189;85583;112156;121935;149338;204611;183638;195639;286941;334254;343642;296263;271748;242807;304021;355928
2402402;Carnaúba dos Dantas ;RN;15778;17705;20067;23435;30019;32599;35857;38285;46772;53647;58614;64566;70780;76561;77561;80776;82745
2402501;Carnaubais ;RN;56299;52775;52232;66166;83423;83075;78003;60962;85202;184708;229498;192098;207508;150297;100150;119906;163713
2402600;Ceará-Mirim ;RN;148502;174841;202543;233642;307319;336356;365337;434831;473140;485246;578965;663989;701637;738018;784614;808680;849205
2402709;Cerro Corá ;RN;21472;25298;27896;28773;35695;42327;46213;51873;57017;64831;74325;82163;83105;100412;107434;144438;154129
2402808;Coronel Ezequiel ;RN;9739;12000;13904;17014;16333;18501;18364;23793;24794;26939;28565;33655;35074;41596;41142;42805;44472
2402907;Coronel João Pessoa ;RN;9716;10673;12158;13352;15721;18457;21013;22811;23494;26042;28425;30935;33280;35880;37256;40150;43904
2403004;Cruzeta ;RN;19999;22517;24332;26586;31659;33087;36882;40794;46088;67988;75759;73886;444758;88400;88642;96955;97159
2403103;Currais Novos ;RN;140559;144431;158789;188925;216478;256647;277754;330403;380268;457197;526835;586499;570962;622689;630185;721961;695678
2403202;Doutor Severiano ;RN;10673;12152;15342;16835;19454;20842;22587;27107;27773;32879;36974;42511;45955;48130;50435;53849;57274
2403251;Parnamirim ;RN;795802;929591;1040453;1235279;1364605;1700809;1935127;2168431;2794285;2966445;3516135;4136921;4383204;4627678;5210838;5023625;5197196
2403301;Encanto ;RN;9253;9940;11701;12882;14735;17161;19041;20748;20875;24722;26539;31374;34372;36805;40780;42127;43630
2403400;Equador ;RN;11259;12201;13618;16108;18508;21898;26824;29902;34242;45213;45809;46063;45692;62697;64110;64753;63871
2403509;Espírito Santo ;RN;17072;19681;22181;27027;29136;31053;33488;37023;39793;44107;46274;52162;55387;62468;66520;72127;74985
2403608;Extremoz ;RN;72374;80460;91327;85947;97859;115568;128000;144416;161295;187857;212643;247013;263242;306875;355123;387253;406664
2403707;Felipe Guerra ;RN;41861;40593;44394;68761;92155;107914;84667;63709;73139;88075;114941;120935;111136;83963;67376;76307;98732
2403756;Fernando Pedroza ;RN;5706;5788;6896;8144;9411;10813;11994;13704;13675;15785;18421;22658;23042;24413;26017;31964;30599
2403806;Florânia ;RN;20396;19039;23683;23905;27892;29651;31671;38295;40485;51101;58524;63314;73850;82181;82183;81113;88046
2403905;Francisco Dantas ;RN;6874;7522;7890;9484;10392;11951;13821;13899;14407;17547;18439;25161;25909;23178;23302;24793;25199
2404002;Frutuoso Gomes ;RN;8673;10118;11048;12398;14913;16681;19039;20246;20972;24952;26419;28935;29949;34608;30293;35349;36405
2404101;Galinhos ;RN;34784;43449;54197;53038;37801;31842;49273;64512;66859;53774;53580;55630;51501;65383;66016;68345;70962
2404200;Goianinha ;RN;61730;56984;61896;70112;87250;115556;120965;145474;151614;182752;203078;233762;262185;295877;311906;358844;378665
2404309;Governador Dix-Sept Rosado ;RN;96304;103321;115421;152644;165068;151497;162643;123102;181160;266127;285856;266776;271389;202166;147879;205510;262925
2404408;Grossos ;RN;74211;80373;108909;118023;137455;135807;156013;125541;163104;231911;155485;155172;138403;130515;111178;131996;153846
2404507;Guamaré ;RN;140815;155368;251177;258439;360737;446731;620592;546106;701908;266331;-19046;4199;260612;1241923;1875112;1624965;1391830
2404606;Ielmo Marinho ;RN;19681;23672;27790;33103;39898;45272;49320;54381;63786;65183;74414;83075;92411;93899;96307;103448;105492
2404705;Ipanguaçu ;RN;39052;47810;51906;52364;59021;68983;67367;74948;78800;91703;97838;112535;120512;121487;136220;133261;135413
2404804;Ipueira ;RN;4996;5335;6193;7625;8942;10223;10779;12828;13377;14828;15904;17996;20157;21812;22999;25977;25715
2404853;Itajá ;RN;15930;16650;18336;22972;23973;27360;30042;34220;40412;50613;54993;57079;64015;65893;66120;84251;82039
2404903;Itaú ;RN;12160;13570;14597;15488;19275;21527;23679;29940;27310;32506;38874;45782;43690;44304;46220;48106;53877
2405009;Jaçanã ;RN;15227;19050;20770;21034;24992;28933;32452;33668;36581;43573;42574;53300;52797;56753;55997;60725;62040
2405108;Jandaíra ;RN;13035;14910;16029;18036;19573;22156;23488;26791;29394;34130;38122;44740;47821;62240;190240;74772;69207
2405207;Janduís ;RN;12875;12679;14080;15927;16917;20691;23477;27392;30090;35163;38186;42985;45083;53121;55277;60901;65877
2405306;Januário Cicco ;RN;18707;23017;28794;34980;33708;39320;39361;39780;39557;44829;47658;50788;55684;58493;62108;65985;67186
2405405;Japi ;RN;10135;11575;13095;13799;16074;18704;26447;23257;24695;28083;26724;31836;31413;34819;36935;39533;38792
2405504;Jardim de Angicos ;RN;5752;7109;6976;8178;9583;9922;12338;13733;14289;16000;17027;20292;19958;23705;22853;25461;27389
2405603;Jardim de Piranhas ;RN;33981;38052;38274;48171;59893;70705;74235;73815;80683;98437;108247;136791;143574;146670;119487;128335;134139
2405702;Jardim do Seridó ;RN;35974;37531;42012;52022;55221;62829;62990;78297;90177;93999;102496;110555;117725;129906;140110;154907;159575
2405801;João Câmara ;RN;67040;75842;87385;101903;114925;135623;147591;182252;208545;234725;313814;479389;528025;820754;981329;1046611;1026019
2405900;João Dias ;RN;5618;5949;6823;7482;8286;9875;10721;11804;12731;14177;15064;16813;18419;19221;18853;20934;21624
2406007;José da Penha ;RN;11197;12487;14661;15762;18057;20920;23603;26661;28207;30636;32241;36408;41419;44906;43519;48808;52205
2406106;Jucurutu ;RN;36280;41318;45365;60457;64584;77206;76282;86359;95806;109684;120222;132980;162824;176071;185768;214336;223688
2406155;Jundiá ;RN;6655;7875;9077;10235;10461;12158;15366;17169;17596;19606;20200;23018;25119;27245;28485;32885;33351
2406205;Lagoa d'Anta ;RN;11750;16257;21255;22348;20417;22811;24744;28065;29222;33671;35897;39106;40492;46597;48441;50504;55027
2406304;Lagoa de Pedras ;RN;13059;15737;16582;19697;22692;25691;24193;28682;32206;34255;37302;44019;46571;53196;54243;58249;60640
2406403;Lagoa de Velhos ;RN;7681;8812;9290;10245;11799;15043;15176;16033;18069;19267;20718;24326;23942;30189;29705;31108;32157
2406502;Lagoa Nova ;RN;25289;26804;28289;32174;37817;41449;45772;52150;59904;74656;106752;147386;153865;130345;141617;262202;308029
2406601;Lagoa Salgada ;RN;14672;17128;20967;20952;23778;28119;31675;31977;36720;40499;43974;58307;48420;57264;58352;66345;70465
2406700;Lajes ;RN;22883;25029;28130;28946;29364;38654;41714;46235;51453;61142;81372;93298;94236;100467;108299;120433;120115
2406809;Lajes Pintadas ;RN;8992;9724;14001;14598;16148;17577;18777;19940;22637;26180;28266;31074;34571;37450;39639;41041;41989
2406908;Lucrécia ;RN;7302;8272;9507;10490;11608;15159;16054;18267;18867;24708;26795;32650;34551;40527;35215;41757;51309
2407005;Luís Gomes ;RN;17662;18703;21877;21748;28033;32042;36226;39732;45343;49450;53756;56978;61292;62998;63155;68792;71510
2407104;Macaíba ;RN;304018;406106;471684;544135;631211;761619;808403;784706;1057411;1079848;1324907;1389129;1355845;1454040;1365318;1479503;1516820
2407203;Macau ;RN;262923;285260;374621;454077;515695;529513;639226;478013;624095;773568;952506;961749;922011;791519;544353;593501;759120
2407252;Major Sales ;RN;5679;6342;7491;8365;9699;11769;13883;14845;15954;18093;19491;22361;31073;33035;31408;34828;36420
2407302;Marcelino Vieira ;RN;15968;16872;20438;21777;25252;28675;35270;36458;37734;42862;46423;50471;53371;58609;59265;62169;64840
2407401;Martins ;RN;17654;19333;24861;26742;26555;30448;32268;36160;40542;45393;50746;56771;62352;67913;73978;81840;78391
2407500;Maxaranguape ;RN;25100;30805;30382;32410;39286;42470;48283;50310;55460;60722;67050;81277;87939;97872;102851;109024;119103
2407609;Messias Targino ;RN;8060;8755;9875;10978;13201;15289;16391;17023;21149;43317;48743;56734;65286;65679;62647;76814;80157
2407708;Montanhas ;RN;19328;20520;23781;27692;32333;37392;41336;45930;45629;52271;58357;66715;71478;80179;83206;88586;92114
2407807;Monte Alegre ;RN;36283;41228;49710;54353;61806;67080;76761;88429;100880;110994;129888;150232;162869;179894;191985;208380;211511
2407906;Monte das Gameleiras ;RN;14399;19422;29354;34131;19675;24033;25970;23882;12354;14599;14778;17856;19700;19369;18787;21960;24536
2408003;Mossoró ;RN;1507930;1737995;2252427;2565540;2772713;3081337;3600000;3650550;4438424;5083833;5721302;6151752;6229278;5994319;5818423;6167477;6524083
2408102;Natal ;RN;4925784;5162219;5890449;6762765;7790190;9203925;9895552;11708550;12918972;14701974;16542636;18465101;19100605;20591133;21861053;23458658;23803673
2408201;Nísia Floresta ;RN;59786;74100;78504;88487;115458;121787;127699;149874;168641;186459;220382;268034;295976;329124;338527;356995;410721
2408300;Nova Cruz ;RN;75846;90216;100693;110825;128067;151884;168855;209323;247259;251480;291204;325213;358996;411902;446884;462046;476356
2408409;Olho d'Água do Borges ;RN;8102;8972;9689;11341;13174;15245;17276;20256;21594;26265;26325;30728;32638;33558;33690;34520;36668
