codigo_ibge;municipio;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
1600550;Pracuúba ;469;579;630;640;595;585;635;563;528;641;503;500
1600600;Santana ;708;772;870;895;912;913;1050;960;919;990;800;947
1600709;Tartarugalzinho ;2491;2790;3044;2780;2547;2590;3309;2763;3040;3344;8096;7776
1600808;Vitória do Jari ;714;860;1013;1020;984;960;1136;995;1008;1108;845;842
1700251;Abreulândia ;200;275;240;230;200;173;460;5550;3614;13052;10420;10595
1700301;Aguiarnópolis ;517;173;166;171;153;172;170;170;103;131;127;151
1700350;Aliança do Tocantins ;1390;1129;1085;435;1053;1922;2134;4187;5260;7087;7490;7326
1700400;Almas ;2260;1460;1785;1175;1085;2775;5315;10365;8995;16567;8961;11275
1700707;Alvorada ;4340;6360;8469;10373;14315;21749;29483;25460;24267;27682;30230;28135
1701002;Ananás ;469;537;390;415;390;97;64;64;59;353;383;1044
1701051;Angico ;573;557;563;629;571;644;549;538;326;474;489;533
1701101;Aparecida do Rio Negro ;3135;5275;5455;15110;15208;14905;20300;22750;23676;22840;26603;38530
1701309;Aragominas ;1287;1368;1307;1426;1472;1195;968;809;1330;1107;1507;1410
1701903;Araguacema ;2480;1875;1405;3340;3415;3936;6852;7878;10823;23567;19944;25630
1702000;Araguaçu ;4028;4336;4699;2904;1782;3437;6891;10767;10038;9760;10790;10309
1702109;Araguaína ;4523;4143;3586;3162;2780;2885;2205;7577;8569;6779;8548;8183
1702158;Araguanã ;585;695;665;645;636;578;526;433;493;23;23;21
1702208;Araguatins ;1950;1220;1230;1510;1330;1155;685;890;935;1040;1305;1098
1702307;Arapoema ;2560;2300;2210;1940;1690;2200;2310;2380;2380;1405;1710;2075
1702406;Arraias ;5325;6600;6900;5300;5000;5900;2900;2100;1750;730;1210;1070
1702554;Augustinópolis ;548;351;351;346;325;306;248;201;186;186;240;240
1702703;Aurora do Tocantins ;1100;1120;1180;1150;945;1150;1050;850;830;134;187;227
1702901;Axixá do Tocantins ;580;214;214;218;306;281;281;239;359;403;263;263
1703008;Babaçulândia ;2745;2250;2710;1810;1880;1855;2386;2291;3913;3182;3182;3308
1703057;Bandeirantes do Tocantins ;1750;1730;1650;1380;530;600;500;630;630;566;745;357
1703073;Barra do Ouro ;4070;4190;4380;7070;7650;9275;10466;13001;13196;2995;6468;5701
1703107;Barrolândia ;1230;440;730;760;700;840;782;592;592;446;184;185
1703206;Bernardo Sayão ;1820;1770;1720;1365;485;580;330;570;630;580;580;145
1703305;Bom Jesus do Tocantins ;6450;8560;7165;7008;8797;7964;14435;12880;13948;11516;21209;23955
1703602;Brasilândia do Tocantins ;4810;4650;4040;3300;1760;1870;2370;1880;220;507;320;763
1703701;Brejinho de Nazaré ;4960;7750;7880;12360;12737;16245;20000;25530;23968;23069;26703;26365
1703800;Buriti do Tocantins ;315;168;158;137;165;169;170;72;54;76;120;111
1703826;Cachoeirinha ;455;163;163;165;155;248;326;326;221;291;291;291
1703842;Campos Lindos ;62808;60332;63965;74905;85662;96120;118331;124021;100590;69012;95512;104155
1703867;Cariri do Tocantins ;2890;5050;8675;4748;5435;8199;23920;20652;16264;18370;20065;17823
1703883;Carmolândia ;510;470;480;540;590;530;440;360;360;7;7;151
1703891;Carrasco Bonito ;225;131;119;122;180;166;144;151;167;167;108;110
1703909;Caseara ;1840;1810;1535;1885;3780;7429;14917;12213;63054;51879;53540;54941
1704105;Centenário ;4160;2940;2980;2370;2270;625;2140;3660;3610;3460;3355;8355
1704600;Chapada de Areia ;249;195;195;170;165;130;155;170;170;96;160;440
1705102;Chapada da Natividade ;6476;6676;6876;6856;7638;9257;13309;17367;16320;12828;11702;16859
1705508;Colinas do Tocantins ;1122;895;960;970;470;480;445;90;107;110;87;51
1705557;Combinado ;2050;2050;2130;1830;1520;1790;1540;885;835;163;143;200
1705607;Conceição do Tocantins ;877;707;787;767;668;753;673;570;540;230;237;226
1706001;Couto Magalhães ;1830;2200;2290;2045;2570;2840;3415;3990;4115;4552;4470;9003
1706100;Cristalândia ;2695;2690;3740;3288;3544;5170;3410;6470;6639;7368;7994;12143
1706258;Crixás do Tocantins ;1582;2040;2162;1576;2280;2251;4506;7202;8668;7360;7760;7788
1706506;Darcinópolis ;9834;9725;11205;9880;12214;13199;11586;11510;12846;14505;13701;13545
1707009;Dianópolis ;28440;30660;32660;34850;34960;36125;42102;1212;1250;1198;1163;1825
1707108;Divinópolis do Tocantins ;520;430;400;350;310;265;906;3422;7822;11322;9163;11332
1707207;Dois Irmãos do Tocantins ;2208;1565;1655;1455;1070;2165;1776;1363;1203;3913;5879;5973
1707306;Dueré ;7114;7304;7317;9265;8585;9914;8955;17632;15447;15299;13459;12943
1707405;Esperantina ;800;605;605;285;360;332;365;380;360;370;292;191
1707553;Fátima ;2200;3000;2900;2930;2850;1805;1200;2180;1300;2095;2239;2232
1707652;Figueirópolis ;5840;5777;7665;8957;8650;11165;18323;26390;24981;23327;27292;25274
1707702;Filadélfia ;2335;2310;2571;1468;1361;1286;1018;850;850;101;101;301
1708205;Formoso do Araguaia ;28828;32272;39780;40994;38274;59976;44195;45886;44987;44519;27647;24952
1708254;Fortaleza do Tabocão ;3245;2510;2520;3215;3300;3280;3280;3285;4055;3285;8132;8612
1708304;Goianorte ;2370;2460;2640;1965;670;450;370;740;740;5610;3400;3182
1709005;Goiatins ;24075;12680;20006;17286;25312;22601;21732;33309;33379;26472;26472;23014
1709302;Guaraí ;11110;11100;11420;11350;10980;10700;11630;11680;15680;13477;11594;14187
1709500;Gurupi ;3099;4730;3878;3550;1560;5524;5605;11097;8132;10013;11851;13031
1709807;Ipueiras ;5170;4107;4359;6160;6645;6545;6800;8665;7580;7575;3631;3708
1710508;Itacajá ;2420;5100;6160;5085;3950;4230;7000;4960;5150;10140;9820;8957
1710706;Itaguatins ;902;124;134;283;250;218;191;217;180;188;187;252
1710904;Itapiratins ;8380;8390;8860;6940;6100;6350;12322;12930;7200;18565;13825;17437
1711100;Itaporã do Tocantins ;1790;1680;1810;1500;750;770;420;350;332;56;290;131
1711506;Jaú do Tocantins ;1030;1130;1320;1060;512;425;397;328;298;2187;2940;2742
1711803;Juarina ;900;830;820;730;260;280;180;562;580;472;277;56
1711902;Lagoa da Confusão ;53299;49410;54140;56695;60260;72060;103805;98624;85115;104676;106195;95479
1711951;Lagoa do Tocantins ;1140;1174;1204;1225;1253;1463;2200;2600;3080;2505;2519;2770
1712009;Lajeado ;355;270;290;300;350;310;305;320;320;320;235;340
1712157;Lavandeira ;586;606;676;656;617;1670;610;610;585;219;148;136
1712405;Lizarda ;400;370;380;300;370;320;315;1860;3280;1820;5890;4410
1712454;Luzinópolis ;665;291;291;301;287;667;599;599;409;476;369;769
1712504;Marianópolis do Tocantins ;1010;1545;1345;945;620;5686;6417;15567;19221;27027;24667;34318
1712702;Mateiros ;37250;33310;36400;47960;39395;50380;37500;37500;43116;48870;51217;51215
1712801;Maurilândia do Tocantins ;1040;175;175;181;183;199;176;188;133;210;256;400
1713205;Miracema do Tocantins ;3886;2865;2340;2110;2335;1850;1785;7350;7670;11150;14600;16418
1713304;Miranorte ;1695;1690;1605;1695;1670;1550;2790;2980;3050;7500;16138;14695
1713601;Monte do Carmo ;15814;15934;18334;19402;16585;18975;31200;39400;34800;34487;42753;49455
1713700;Monte Santo do Tocantins ;474;350;290;280;270;220;217;215;445;723;1013;1673
1713809;Palmeiras do Tocantins ;615;260;260;862;414;390;280;288;80;155;386;842
1713957;Muricilândia ;1200;1020;948;938;977;938;728;443;443;1219;1218;1013
1714203;Natividade ;2426;1444;1594;1274;1255;2385;1835;2880;2830;2550;2820;2795
1714302;Nazaré ;529;333;313;318;270;147;137;153;63;285;308;335
1714880;Nova Olinda ;7500;7050;7630;1580;820;1080;1125;1030;1025;855;895;691
1715002;Nova Rosalândia ;1089;1079;1079;950;760;650;4205;4330;4045;7950;8378;7360
1715101;Novo Acordo ;1155;1155;1245;1195;1190;1485;3000;3200;3400;3600;6540;7041
1715150;Novo Alegre ;655;660;690;685;630;700;700;640;630;160;149;164
1715259;Novo Jardim ;1895;2445;2475;1985;2050;1045;995;990;980;215;180;210
1715507;Oliveira de Fátima ;995;900;380;430;1040;1565;1550;1872;1687;2154;1809;1831
1715705;Palmeirante ;6915;5610;6260;5145;6380;8850;12900;17065;17065;16150;17170;5923
1715754;Palmeirópolis ;1805;1938;3064;1450;1485;3345;3450;3919;2577;3213;2732;2522
1716109;Paraíso do Tocantins ;1455;1035;575;545;2180;2430;2056;13749;2420;1325;1372;3204
1716208;Paranã ;2335;1650;1800;900;720;598;549;555;490;517;390;333
1716307;Pau D'Arco ;1380;1260;1310;1060;650;605;350;370;360;750;440;239
1716505;Pedro Afonso ;36780;36550;30510;37750;43450;41690;43978;52435;50750;48505;56065;53410
1716604;Peixe ;11703;11867;14875;6905;10720;10248;21929;50870;50386;54650;55808;53834
1716653;Pequizeiro ;1370;1230;1230;1025;500;530;335;520;580;1270;425;1146
1716703;Colméia ;3490;3060;2990;2460;470;510;290;220;217;145;137;98
1717008;Pindorama do Tocantins ;2470;2470;2470;2570;2405;1040;534;0;80;720;1230;1543
1717206;Piraquê ;1274;1167;957;1157;1125;892;2021;5875;5865;2839;6339;6374
1717503;Pium ;6471;4411;5040;6350;10740;6587;14873;19354;25653;21293;33923;41929
1717800;Ponte Alta do Bom Jesus ;1725;1625;1775;1655;1450;1675;1545;1545;1495;360;401;320
1717909;Ponte Alta do Tocantins ;3120;2520;2420;2480;2218;1400;4380;440;440;592;212;195
1718006;Porto Alegre do Tocantins ;1250;745;810;1000;705;895;855;1085;1075;117;150;157
1718204;Porto Nacional ;19566;16920;19000;28775;33515;34335;46183;63932;55564;58009;55638;58190
1718303;Praia Norte ;405;152;147;142;128;121;326;253;272;272;272;259
1718402;Presidente Kennedy ;4500;2790;3040;1880;1550;1960;2090;1100;1095;792;460;31
1718451;Pugmil ;910;617;565;465;427;321;2011;2132;2727;3208;2340;2914
1718501;Recursolândia ;1470;1380;1550;565;567;430;470;3225;3275;1625;505;415
1718550;Riachinho ;657;769;862;818;747;675;198;196;167;207;328;357
1718659;Rio da Conceição ;1899;1959;1999;907;358;433;373;250;228;53;78;96
1718709;Rio dos Bois ;6900;4735;4555;4302;4380;4270;8750;8745;8800;8750;17310;17687
1718758;Rio Sono ;1310;1070;1155;1095;1155;1080;990;1040;1510;1250;3475;5715
1718808;Sampaio ;145;96;96;128;120;119;112;139;161;161;583;592
1718840;Sandolândia ;1810;652;645;690;520;536;468;562;499;625;628;1010
1718865;Santa Fé do Araguaia ;1618;1830;1985;1945;1947;1605;1200;2098;17588;19393;19393;16003
1718881;Santa Maria do Tocantins ;6200;1455;2100;1450;3140;4420;4575;10560;12780;4790;10050;11100
1718899;Santa Rita do Tocantins ;4716;3416;2466;2556;2605;1545;5000;8950;10330;16405;22602;25160
1718907;Santa Rosa do Tocantins ;9675;11675;13415;17525;18505;21775;26500;44000;31200;42340;35136;40943
1719004;Santa Tereza do Tocantins ;1000;1000;1000;1060;870;600;138;1;157;43;50;60
1720002;Santa Terezinha do Tocantins ;620;197;197;195;198;81;75;55;39;78;143;191
1720101;São Bento do Tocantins ;1260;255;255;260;263;805;1259;1259;769;1114;1626;1405
1720150;São Félix do Tocantins ;365;365;365;380;270;320;0;93;70;26;47;37
1720200;São Miguel do Tocantins ;137;105;105;90;130;129;115;100;102;102;211;293
1720259;São Salvador do Tocantins ;884;898;972;405;355;323;175;179;154;170;155;144
1720309;São Sebastião do Tocantins ;104;73;63;105;125;123;135;73;80;80;136;136
1720499;São Valério ;5669;5840;5118;1625;1500;6061;15062;13409;16469;16477;18070;14618
1720655;Silvanópolis ;11500;10400;12730;27970;23130;14515;15500;22000;38003;26286;20284;29300
1720804;Sítio Novo do Tocantins ;670;201;181;136;118;110;101;111;120;120;122;167
1720853;Sucupira ;4609;4688;5374;6248;6446;7798;13096;13535;14429;15217;18380;17232
1720903;Taguatinga ;4885;5100;4650;4050;3940;5500;4700;5990;5940;10878;3555;3505
1720937;Taipas do Tocantins ;675;635;635;655;558;673;573;418;418;87;126;135
1720978;Talismã ;3695;3360;3210;2440;2830;4405;9475;12442;13049;16189;14476;14659
1721000;Palmas ;5685;5855;8400;9620;10970;11860;14212;13226;15100;33256;26128;21677
1721109;Tocantínia ;150;135;155;155;185;180;140;135;3245;3865;2853;4205
1721208;Tocantinópolis ;680;147;147;149;203;138;115;40;40;52;231;412
1721257;Tupirama ;8315;8100;9750;9930;12800;17755;21562;16260;16840;12060;13379;19606
1721307;Tupiratins ;2340;2290;3870;2280;2070;1370;1510;1310;1430;1922;1210;1071
1722081;Wanderlândia ;2782;2218;2083;1782;1398;1538;1377;1643;1638;3528;3568;1795
1722107;Xambioá ;1157;1138;1110;917;933;867;758;663;668;621;621;1336
2100055;Açailândia ;6275;5016;4746;4131;3625;7697;10287;14886;18621;26409;41521;54891
2100105;Afonso Cunha ;1932;2163;2502;2323;2494;2511;2414;3101;4855;6375;6681;7301
2100154;Água Doce do Maranhão ;3272;3452;3646;3626;2477;3939;3846;2725;2226;1850;1209;850
2100204;Alcântara ;2204;2214;2229;2030;2183;1943;1975;1724;1468;1365;1145;1156
2100303;Aldeias Altas ;11578;11902;11807;12372;13184;12998;12463;12099;9440;9745;8918;9086
2100402;Altamira do Maranhão ;2439;2531;2483;2444;2470;2450;2493;2610;1895;2035;1480;1055
2100436;Alto Alegre do Maranhão ;3251;3354;3280;3298;3420;3182;3267;3597;510;567;551;570
2100477;Alto Alegre do Pindaré ;21080;19058;18407;19041;12977;12696;9822;3909;3287;2940;2577;613
2100501;Alto Parnaíba ;24004;26320;35242;38203;43669;47376;63622;65161;60320;74551;79181;74745
2100550;Amapá do Maranhão ;1951;1756;1980;1729;1587;1582;1705;1361;866;885;436;445
2100600;Amarante do Maranhão ;9860;5758;2957;3197;3229;3680;4112;4742;3901;3858;1981;2031
2100709;Anajatuba ;4979;5070;5047;5317;5171;5250;3715;1742;1690;1655;1349;761
2100808;Anapurus ;20612;18570;18875;13332;14192;14581;14635;12308;11549;10842;10917;9976
2100832;Apicum-Açu ;583;584;592;603;637;545;545;566;545;566;574;572
2100873;Araguanã ;3371;3959;4647;3788;3359;3292;2298;2172;1638;1440;1093;562
2100907;Araioses ;10285;11550;12128;12236;7895;12644;12698;9020;5295;4704;2123;1458
2100956;Arame ;15269;14666;16475;19141;19445;17604;17080;13200;11226;11903;11840;3335
2101004;Arari ;4038;3832;4106;4932;5120;4911;4818;4524;3492;3086;3089;3145
2101103;Axixá ;766;743;861;780;834;925;1090;679;674;598;534;447
2101202;Bacabal ;7746;8092;9740;9602;10318;8640;8727;9714;3452;3165;2310;2550
2101251;Bacabeira ;1290;1363;972;971;872;1077;1035;546;519;567;497;197
2101301;Bacuri ;975;1033;1041;1007;1007;899;917;908;898;900;895;889
2101350;Bacurituba ;391;390;413;427;429;433;440;437;412;398;378;379
2101400;Balsas ;128465;124653;139606;158321;194535;211687;255710;260731;240565;330073;333312;322428
2101509;Barão de Grajaú ;2203;2218;2250;2315;2480;2558;2731;3041;2036;2601;1908;1382
2101608;Barra do Corda ;17934;18091;17936;22163;24178;27022;29372;10405;9777;10736;10922;4045
2101707;Barreirinhas ;10510;11554;10005;10345;10294;12204;12263;8392;6715;4094;3000;2027
2101731;Belágua ;4466;4225;4761;6100;5141;3325;3465;3162;2841;2140;1810;750
2101772;Bela Vista do Maranhão ;1123;863;1318;1027;1041;1060;934;774;699;645;602;238
2101806;Benedito Leite ;1610;1590;1730;1636;1691;1678;1760;2930;2913;4042;3681;4985
2101905;Bequimão ;4309;4736;4444;4520;4496;4466;4325;4068;3468;2630;2073;2056
2101939;Bernardo do Mearim ;1954;1966;1979;1992;2099;2156;2231;1941;1706;1556;1103;540
2101970;Boa Vista do Gurupi ;1641;1534;1645;1250;1235;1250;1294;872;409;362;356;202
2102002;Bom Jardim ;14294;15988;22099;18293;16110;15200;10933;8651;13235;12719;15755;14817
2102036;Bom Jesus das Selvas ;16694;14199;16518;18822;16790;15544;16572;10117;8885;8065;10551;9028
2102077;Bom Lugar ;4041;4020;4030;4060;3990;3738;3760;3865;2390;1235;1460;1375
2102101;Brejo ;26109;25050;25288;28665;29908;34330;31590;32215;29398;26492;27445;19005
2102150;Brejo de Areia ;7277;7143;7345;8458;7429;6882;6370;6190;5370;1210;975;1007
2102200;Buriti ;31508;23530;24040;23945;25406;20193;20712;19275;17456;17091;16593;15850
2102309;Buriti Bravo ;6832;6946;6395;5724;5994;4293;4967;5004;4480;5059;5779;7477
2102325;Buriticupu ;23381;23289;24264;23240;22010;21513;23205;30803;16915;19298;34443;35401
2102358;Buritirana ;2247;2022;1852;1428;809;954;924;341;276;266;260;302
2102374;Cachoeira Grande ;1670;1870;1743;1845;1734;2095;2404;2392;1951;1490;1265;623
2102408;Cajapió ;980;959;1787;1024;1042;943;949;851;841;514;815;578
2102507;Cajari ;1941;1784;1848;2022;2150;2121;2046;1905;1338;984;1169;899
2102556;Campestre do Maranhão ;7586;6218;7368;6306;5532;6565;6877;6807;6464;6938;7929;7476
2102606;Cândido Mendes ;7875;272;7780;6858;5440;5233;5172;2624;2149;2060;1257;706
2102705;Cantanhede ;6663;6762;6787;7028;6903;6975;7098;6330;5679;5449;5174;1795
2102754;Capinzal do Norte ;1966;4160;4181;4195;4204;4169;4202;2040;1702;1595;1392;1129
2102804;Carolina ;9826;10111;13966;14725;36202;40802;49546;50457;41845;49185;45027;50345
2102903;Carutapera ;1780;1389;1724;1915;3620;3620;3724;2887;2495;1945;1662;336
2103000;Caxias ;16483;18516;17785;17370;18933;16790;15390;12055;10225;10777;11704;12941
2103109;Cedral ;632;700;672;676;679;693;695;690;673;647;659;649
2103125;Central do Maranhão ;1124;1022;1002;1040;1036;943;930;875;839;682;568;554
2103158;Centro do Guilherme ;4299;4154;4552;3456;3454;3438;3643;3013;2695;2420;1477;1413
2103174;Centro Novo do Maranhão ;6687;6212;6957;5428;4635;4594;4651;3213;2947;2672;2350;899
2103208;Chapadinha ;18495;18303;17425;17103;18223;11898;12445;11285;9005;7245;7100;5890
2103257;Cidelândia ;1322;1149;953;1037;1008;1015;1026;692;466;590;498;5288
2103307;Codó ;22125;23434;19081;18035;17453;14676;12819;10283;8138;7724;6292;8065
2103406;Coelho Neto ;10504;9016;11065;9144;9279;9112;8125;7884;7408;7385;7925;6355
2103505;Colinas ;11305;6056;11323;12804;12775;11999;12107;10801;10738;10748;10963;9019
2103554;Conceição do Lago-Açu ;1867;1886;1910;1933;1935;1818;1814;1896;1510;459;524;545
2103604;Coroatá ;12520;12720;13068;11916;10857;8717;7793;5694;5158;4918;4476;4145
2103703;Cururupu ;601;621;639;636;646;641;655;628;624;591;523;511
2103752;Davinópolis ;1465;1274;1034;986;980;878;883;406;267;412;301;393
2103802;Dom Pedro ;1666;1705;1717;1724;1744;1568;1515;1545;1566;1924;1951;1753
2103901;Duque Bacelar ;3076;3166;2134;2976;2826;2468;2215;2070;1972;1936;1833;1053
2104008;Esperantinópolis ;3070;3095;3115;3128;3052;3132;3168;2318;2019;1867;1738;1724
2104057;Estreito ;4353;4251;3945;4174;2901;3052;3050;2306;1595;1392;1330;1649
2104073;Feira Nova do Maranhão ;3150;3142;3252;3510;2883;2639;2621;2620;2470;2598;2983;4355
2104081;Fernando Falcão ;5850;3857;3914;4227;4073;3610;4336;3848;3125;3042;9397;9374
2104099;Formosa da Serra Negra ;7459;7699;8041;8370;7252;7637;5670;4344;4218;4618;2340;2410
2104107;Fortaleza dos Nogueiras ;22261;22099;24919;26333;27528;22768;16044;16748;16368;16388;16776;19249
2104206;Fortuna ;9847;10348;10639;10826;10349;9618;10660;2810;2708;3117;3211;3363
2104305;Godofredo Viana ;1334;1300;1335;1496;1186;1195;1294;1224;884;965;596;265
2104404;Gonçalves Dias ;5972;6014;6078;6102;5409;5690;8965;6077;1185;1348;1756;1803
2104503;Governador Archer ;3313;3340;3379;3387;3066;3060;3623;3463;622;617;646;619
2104552;Governador Edison Lobão ;781;638;518;479;470;470;394;343;314;181;255;281
2104602;Governador Eugênio Barros ;6200;6174;6214;6215;5675;5779;5368;5759;2955;3607;3700;3593
2104628;Governador Luiz Rocha ;3774;3848;3840;3641;2604;2769;2747;3288;2306;3145;3425;4251
2104651;Governador Newton Bello ;4766;4879;6202;5051;4305;4252;2751;2611;1867;1629;1294;543
2104677;Governador Nunes Freire ;3473;3042;3645;2774;2349;2348;2420;2090;1895;1732;1635;1400
2104701;Graça Aranha ;2568;2527;2593;2668;3032;2322;2145;1207;1265;1315;1326;1264
2104800;Grajaú ;20989;23706;23894;27017;23690;22668;23778;26070;25350;26470;28608;28677
2104909;Guimarães ;1159;1309;1339;1318;1318;1319;1321;1252;1192;1012;830;818
2105005;Humberto de Campos ;2867;3050;3110;2975;2534;3238;3488;418;382;539;633;792
2105104;Icatu ;2605;2478;2354;2049;2333;3036;3343;3162;2154;1604;1253;880
2105153;Igarapé do Meio ;1549;1473;1743;1598;1254;1274;1095;1071;797;827;733;337
2105203;Igarapé Grande ;2889;2907;2922;2933;3095;3104;3246;2294;1924;1797;1299;686
2105302;Imperatriz ;1052;874;698;646;581;608;544;406;271;226;245;237
2105351;Itaipava do Grajaú ;9285;9320;5693;9640;7736;5720;6125;2293;1632;1773;1276;882
2105401;Itapecuru Mirim ;14350;13233;14485;14611;14076;14236;14228;11569;4953;4140;3902;2611
2105427;Itinga do Maranhão ;6747;7135;6230;5396;2916;5103;7392;7853;11848;12868;20011;21323
2105450;Jatobá ;5603;690;6070;6099;4541;3835;5178;3397;3326;3967;4034;3766
2105476;Jenipapo dos Vieiras ;5864;5923;5307;5272;5200;4441;4884;3460;3026;2920;1526;1494
2105500;João Lisboa ;903;781;559;503;569;599;601;450;348;453;417;345
2105609;Joselândia ;6923;6946;6962;6973;6807;6364;6391;890;863;777;717;712
2105658;Junco do Maranhão ;1093;1088;1192;1028;1035;1038;1018;832;837;750;619;439
2105708;Lago da Pedra ;9788;9800;10390;10707;10710;10360;9810;8520;4560;5365;5485;5332
2105807;Lago do Junco ;3037;3469;3489;3503;2507;2561;2600;2089;1682;1548;1267;897
2105906;Lago Verde ;3008;3007;3005;3063;3130;2972;2960;3004;2290;590;688;563
2105922;Lagoa do Mato ;4966;5110;5010;5000;5324;5534;5158;4284;3432;5062;5197;2717
